,train,val,lr
373,-1.4003607066115365e-05,-1.3999353e-05,[0.0009965710559255477]
374,-1.4257100883696693e-05,-1.3774794e-05,[0.0009965526667053979]
375,-1.4558369730366395e-05,-1.3836205e-05,[0.0009965342284774647]
376,-1.4647178159066242e-05,-1.48673325e-05,[0.0009965157412435677]
377,-1.4585384178644745e-05,-1.4556977e-05,[0.0009964972050055317]
378,-1.487029094278114e-05,-1.4277553e-05,[0.000996478619765186]
379,-1.473747361160349e-05,-1.4967134e-05,[0.0009964599855243653]
380,-1.4834249304840341e-05,-1.3979241e-05,[0.0009964413022849083]
381,-1.4461621049122186e-05,-1.3476568e-05,[0.000996422570048659]
382,-1.4665351136500248e-05,-1.458712e-05,[0.0009964037888174663]
