,train,val,lr
285,-2.7164287530467845e-06,-2.597884e-06,[0.000999109532639108]
286,-2.8098970233259026e-06,-2.7090798e-06,[0.0009991032746541689]
287,-2.791149267977744e-06,-2.8045338e-06,[0.0009990969947761105]
288,-2.7252305471847647e-06,-2.6364285e-06,[0.0009990906930052083]
289,-2.784838352454244e-06,-2.4660915e-06,[0.0009990843693417385]
290,-2.7230416208112727e-06,-2.7656295e-06,[0.0009990780237859789]
291,-2.712191690079635e-06,-2.5146314e-06,[0.0009990716563382073]
292,-2.7363123990653547e-06,-2.7668357e-06,[0.0009990652669987035]
293,-2.7669272412822464e-06,-2.4606995e-06,[0.0009990588557677474]
294,-2.7283075723971705e-06,-2.5539066e-06,[0.0009990524226456202]
295,-2.664831094989495e-06,-2.7244164e-06,[0.0009990459676326043]
296,-2.789120867419115e-06,-2.7223275e-06,[0.000999039490728983]
297,-2.795008072098426e-06,-2.931816e-06,[0.0009990329919350401]
298,-2.769881962194631e-06,-2.754123e-06,[0.0009990264712510606]
299,-2.750745989033021e-06,-2.7141336e-06,[0.000999019928677331]
300,-2.7682540803652954e-06,-2.8014647e-06,[0.0009990133642141378]
301,-2.8056922701580333e-06,-2.6628993e-06,[0.0009990067778617691]
302,-2.7724540586859804e-06,-2.5971303e-06,[0.000999000169620514]
303,-2.76954401670082e-06,-2.6379273e-06,[0.000998993539490662]
304,-2.7150536197950713e-06,-2.7842323e-06,[0.0009989868874725044]
305,-2.8016764645144577e-06,-2.7305427e-06,[0.0009989802135663328]
306,-2.782886349450564e-06,-2.7299873e-06,[0.0009989735177724397]
307,-2.830185371749394e-06,-2.7440478e-06,[0.0009989668000911192]
308,-2.8041347377438797e-06,-2.7961114e-06,[0.0009989600605226656]
309,-2.760807819868205e-06,-2.8018594e-06,[0.0009989532990673747]
310,-2.8429156145648448e-06,-2.650863e-06,[0.0009989465157255431]
311,-2.858879679479287e-06,-2.6312855e-06,[0.0009989397104974683]
312,-2.7490117190609454e-06,-2.6030182e-06,[0.000998932883383449]
313,-2.7682502832249156e-06,-2.7915983e-06,[0.0009989260343837845]
314,-2.824572106874257e-06,-2.8319153e-06,[0.0009989191634987753]
315,-2.775935445242794e-06,-2.6225216e-06,[0.0009989122707287229]
316,-2.8151489004812904e-06,-2.8591578e-06,[0.0009989053560739293]
317,-2.8576324666573782e-06,-2.8985644e-06,[0.000998898419534698]
318,-2.7454717837827046e-06,-2.760496e-06,[0.0009988914611113334]
319,-2.7943923896600607e-06,-2.7167405e-06,[0.0009988844808041404]
320,-2.8147167540737426e-06,-2.9143723e-06,[0.0009988774786134256]
321,-2.7755964083553407e-06,-2.601428e-06,[0.000998870454539496]
322,-2.7653447887132643e-06,-2.4917204e-06,[0.0009988634085826595]
323,-2.77524466127943e-06,-2.7670787e-06,[0.0009988563407432253]
324,-2.7484365318741764e-06,-2.58922e-06,[0.0009988492510215033]
325,-2.8166234187665397e-06,-2.6046127e-06,[0.000998842139417805]
